
Dump of file C:\Windows\System32\WsmSvc.dll
       1149  47C 00035910 ??4?$AutoCleanup@V?$AutoDelete@VSafeBufferWrite@@@@PEAVSafeBufferWrite@@@@QEAAAEAV?$AutoDelete@VSafeBufferWrite@@@@PEAVSafeBufferWrite@@@Z
       1150  47D 000A0E20 ??4?$AutoCleanup@V?$AutoDelete@VSecurityEntry@Catalog@@@@PEAVSecurityEntry@Catalog@@@@QEAAAEAV?$AutoDelete@VSecurityEntry@Catalog@@@@PEAVSecurityEntry@Catalog@@@Z
       1151  47E 00061290 ??4?$AutoCleanup@V?$AutoDelete@VServiceSoapProcessor@@@@PEAVServiceSoapProcessor@@@@QEAAAEAV?$AutoDelete@VServiceSoapProcessor@@@@PEAVServiceSoapProcessor@@@Z
       1152  47F 00062E40 ??4?$AutoCleanup@V?$AutoDelete@VSubscriptionEnumerator@@@@PEAVSubscriptionEnumerator@@@@QEAAAEAV?$AutoDelete@VSubscriptionEnumerator@@@@PEAVSubscriptionEnumerator@@@Z
       1153  480 00077CF0 ??4?$AutoCleanup@V?$AutoDelete@VTSTRBUFFER@@@@PEAVTSTRBUFFER@@@@QEAAAEAV?$AutoDelete@VTSTRBUFFER@@@@PEAVTSTRBUFFER@@@Z
       1154  481 0006FDD0 ??4?$AutoCleanup@V?$AutoDelete@VUniqueStringOverflow@@@@PEAVUniqueStringOverflow@@@@QEAAAEAV?$AutoDelete@VUniqueStringOverflow@@@@PEAVUniqueStringOverflow@@@Z
       1155  482 0005C8C0 ??4?$AutoCleanup@V?$AutoDelete@VWSMANCONFIGTABLE_IDENTITY@@@@PEAVWSMANCONFIGTABLE_IDENTITY@@@@QEAAAEAV?$AutoDelete@VWSMANCONFIGTABLE_IDENTITY@@@@PEAVWSMANCONFIGTABLE_IDENTITY@@@Z
       1156  483 0005C8C0 ??4?$AutoCleanup@V?$AutoDelete@VWmiEnumContext@@@@PEAVWmiEnumContext@@@@QEAAAEAV?$AutoDelete@VWmiEnumContext@@@@PEAVWmiEnumContext@@@Z
       1157  484 00062E80 ??4?$AutoCleanup@V?$AutoDelete@VXmlReader@@@@PEAVXmlReader@@@@QEAAAEAV?$AutoDelete@VXmlReader@@@@PEAVXmlReader@@@Z
       1158  485 0005C910 ??4?$AutoCleanup@V?$AutoDeleteVector@$$CBG@@PEBG@@QEAAAEAV?$AutoDeleteVector@$$CBG@@PEBG@Z
       1159  486 0005C910 ??4?$AutoCleanup@V?$AutoDeleteVector@D@@PEAD@@QEAAAEAV?$AutoDeleteVector@D@@PEAD@Z
       1160  487 0005C910 ??4?$AutoCleanup@V?$AutoDeleteVector@E@@PEAE@@QEAAAEAV?$AutoDeleteVector@E@@PEAE@Z
       1161  488 0005C910 ??4?$AutoCleanup@V?$AutoDeleteVector@G@@PEAG@@QEAAAEAV?$AutoDeleteVector@G@@PEAG@Z
       1162  489 0005C910 ??4?$AutoCleanup@V?$AutoDeleteVector@PEAG@@PEAPEAG@@QEAAAEAV?$AutoDeleteVector@PEAG@@PEAPEAG@Z
       1163  48A 0005C910 ??4?$AutoCleanup@V?$AutoDeleteVector@PEBG@@PEAPEBG@@QEAAAEAV?$AutoDeleteVector@PEBG@@PEAPEBG@Z
       1164  48B 0005C910 ??4?$AutoCleanup@V?$AutoDeleteVector@U_CONFIG_UPDATE@@@@PEAU_CONFIG_UPDATE@@@@QEAAAEAV?$AutoDeleteVector@U_CONFIG_UPDATE@@@@PEAU_CONFIG_UPDATE@@@Z
       1165  48C 0005C910 ??4?$AutoCleanup@V?$AutoDeleteVector@U_WINRS_CREATE_SHELL_ENVIRONMENT_VARIABLE@@@@PEAU_WINRS_CREATE_SHELL_ENVIRONMENT_VARIABLE@@@@QEAAAEAV?$AutoDeleteVector@U_WINRS_CREATE_SHELL_ENVIRONMENT_VARIABLE@@@@PEAU_WINRS_CREATE_SHELL_ENVIRONMENT_VARIABLE@@@Z
       1166  48D 0005C910 ??4?$AutoCleanup@V?$AutoDeleteVector@U_WINRS_RUN_COMMAND_ARG@@@@PEAU_WINRS_RUN_COMMAND_ARG@@@@QEAAAEAV?$AutoDeleteVector@U_WINRS_RUN_COMMAND_ARG@@@@PEAU_WINRS_RUN_COMMAND_ARG@@@Z
       1167  48E 0005C910 ??4?$AutoCleanup@V?$AutoDeleteVector@U_WSMAN_OPTION@@@@PEAU_WSMAN_OPTION@@@@QEAAAEAV?$AutoDeleteVector@U_WSMAN_OPTION@@@@PEAU_WSMAN_OPTION@@@Z
       1168  48F 0005C910 ??4?$AutoCleanup@V?$AutoDeleteVector@X@@PEAX@@QEAAAEAV?$AutoDeleteVector@X@@PEAX@Z
       1169  490 000783F0 ??4?$AutoCleanup@V?$AutoFree@E@@PEAE@@QEAAAEAV?$AutoFree@E@@PEAE@Z
       1170  491 000944D0 ??4?$AutoCleanup@V?$AutoLocklessItemRecycle@VPacket@@@@PEAVPacket@@@@QEAAAEAV?$AutoLocklessItemRecycle@VPacket@@@@PEAVPacket@@@Z
       1171  492 00077D50 ??4?$AutoCleanup@V?$AutoRelease@UIClientSecurity@@@@PEAUIClientSecurity@@@@QEAAAEAV?$AutoRelease@UIClientSecurity@@@@PEAUIClientSecurity@@@Z
       1172  493 00077D50 ??4?$AutoCleanup@V?$AutoRelease@UIEnumWbemClassObject@@@@PEAUIEnumWbemClassObject@@@@QEAAAEAV?$AutoRelease@UIEnumWbemClassObject@@@@PEAUIEnumWbemClassObject@@@Z
       1173  494 00077D50 ??4?$AutoCleanup@V?$AutoRelease@UIErrorInfo@@@@PEAUIErrorInfo@@@@QEAAAEAV?$AutoRelease@UIErrorInfo@@@@PEAUIErrorInfo@@@Z
       1174  495 00077D50 ??4?$AutoCleanup@V?$AutoRelease@UIUnknown@@@@PEAUIUnknown@@@@QEAAAEAV?$AutoRelease@UIUnknown@@@@PEAUIUnknown@@@Z
       1175  496 00077D50 ??4?$AutoCleanup@V?$AutoRelease@UIWbemClassObject@@@@PEAUIWbemClassObject@@@@QEAAAEAV?$AutoRelease@UIWbemClassObject@@@@PEAUIWbemClassObject@@@Z
       1176  497 00077D50 ??4?$AutoCleanup@V?$AutoRelease@UIWbemContext@@@@PEAUIWbemContext@@@@QEAAAEAV?$AutoRelease@UIWbemContext@@@@PEAUIWbemContext@@@Z
       1177  498 00077D50 ??4?$AutoCleanup@V?$AutoRelease@UIWbemLocator@@@@PEAUIWbemLocator@@@@QEAAAEAV?$AutoRelease@UIWbemLocator@@@@PEAUIWbemLocator@@@Z
       1178  499 00077D50 ??4?$AutoCleanup@V?$AutoRelease@UIWbemObjectTextSrc@@@@PEAUIWbemObjectTextSrc@@@@QEAAAEAV?$AutoRelease@UIWbemObjectTextSrc@@@@PEAUIWbemObjectTextSrc@@@Z
       1179  49A 00077D50 ??4?$AutoCleanup@V?$AutoRelease@UIWbemPath@@@@PEAUIWbemPath@@@@QEAAAEAV?$AutoRelease@UIWbemPath@@@@PEAUIWbemPath@@@Z
       1180  49B 00077D50 ??4?$AutoCleanup@V?$AutoRelease@UIWbemPathKeyList@@@@PEAUIWbemPathKeyList@@@@QEAAAEAV?$AutoRelease@UIWbemPathKeyList@@@@PEAUIWbemPathKeyList@@@Z
       1181  49C 00077D50 ??4?$AutoCleanup@V?$AutoRelease@UIWbemQualifierSet@@@@PEAUIWbemQualifierSet@@@@QEAAAEAV?$AutoRelease@UIWbemQualifierSet@@@@PEAUIWbemQualifierSet@@@Z
       1182  49D 00077D50 ??4?$AutoCleanup@V?$AutoRelease@UIWbemQuery@@@@PEAUIWbemQuery@@@@QEAAAEAV?$AutoRelease@UIWbemQuery@@@@PEAUIWbemQuery@@@Z
       1183  49E 00077D50 ??4?$AutoCleanup@V?$AutoRelease@UIWbemServices@@@@PEAUIWbemServices@@@@QEAAAEAV?$AutoRelease@UIWbemServices@@@@PEAUIWbemServices@@@Z
       1184  49F 0005C9A0 ??4?$AutoCleanup@V?$AutoRelease@VApplication@Client@WSMan@@@@PEAVApplication@Client@WSMan@@@@QEAAAEAV?$AutoRelease@VApplication@Client@WSMan@@@@PEAVApplication@Client@WSMan@@@Z
       1185  4A0 0005C9A0 ??4?$AutoCleanup@V?$AutoRelease@VCBaseConfigCache@@@@PEAVCBaseConfigCache@@@@QEAAAEAV?$AutoRelease@VCBaseConfigCache@@@@PEAVCBaseConfigCache@@@Z
       1186  4A1 0005C940 ??4?$AutoCleanup@V?$AutoRelease@VCClientConfigSettings@@@@PEAVCClientConfigSettings@@@@QEAAAEAV?$AutoRelease@VCClientConfigSettings@@@@PEAVCClientConfigSettings@@@Z
       1187  4A2 0005C940 ??4?$AutoCleanup@V?$AutoRelease@VCCommonConfigSettings@@@@PEAVCCommonConfigSettings@@@@QEAAAEAV?$AutoRelease@VCCommonConfigSettings@@@@PEAVCCommonConfigSettings@@@Z
       1188  4A3 0005C9A0 ??4?$AutoCleanup@V?$AutoRelease@VCConfigCacheMap@CBaseConfigCache@@@@PEAVCConfigCacheMap@CBaseConfigCache@@@@QEAAAEAV?$AutoRelease@VCConfigCacheMap@CBaseConfigCache@@@@PEAVCConfigCacheMap@CBaseConfigCache@@@Z
       1189  4A4 0005C9A0 ??4?$AutoCleanup@V?$AutoRelease@VCConfigManager@@@@PEAVCConfigManager@@@@QEAAAEAV?$AutoRelease@VCConfigManager@@@@PEAVCConfigManager@@@Z
       1190  4A5 0005C9A0 ??4?$AutoCleanup@V?$AutoRelease@VCRemoteOperation@@@@PEAVCRemoteOperation@@@@QEAAAEAV?$AutoRelease@VCRemoteOperation@@@@PEAVCRemoteOperation@@@Z
       1191  4A6 0005C9A0 ??4?$AutoCleanup@V?$AutoRelease@VCRemoteSession@@@@PEAVCRemoteSession@@@@QEAAAEAV?$AutoRelease@VCRemoteSession@@@@PEAVCRemoteSession@@@Z
       1192  4A7 0005C9A0 ??4?$AutoCleanup@V?$AutoRelease@VCRequestContext@@@@PEAVCRequestContext@@@@QEAAAEAV?$AutoRelease@VCRequestContext@@@@PEAVCRequestContext@@@Z
       1193  4A8 0005C940 ??4?$AutoCleanup@V?$AutoRelease@VCServiceCommonConfigSettings@@@@PEAVCServiceCommonConfigSettings@@@@QEAAAEAV?$AutoRelease@VCServiceCommonConfigSettings@@@@PEAVCServiceCommonConfigSettings@@@Z
       1194  4A9 0005C9A0 ??4?$AutoCleanup@V?$AutoRelease@VCServiceConfigCache@@@@PEAVCServiceConfigCache@@@@QEAAAEAV?$AutoRelease@VCServiceConfigCache@@@@PEAVCServiceConfigCache@@@Z
       1195  4AA 0005C940 ??4?$AutoCleanup@V?$AutoRelease@VCServiceConfigSettings@@@@PEAVCServiceConfigSettings@@@@QEAAAEAV?$AutoRelease@VCServiceConfigSettings@@@@PEAVCServiceConfigSettings@@@Z
       1196  4AB 0005C9A0 ??4?$AutoCleanup@V?$AutoRelease@VCWSManEPR@@@@PEAVCWSManEPR@@@@QEAAAEAV?$AutoRelease@VCWSManEPR@@@@PEAVCWSManEPR@@@Z
       1197  4AC 0005C9A0 ??4?$AutoCleanup@V?$AutoRelease@VCWSManGroupPolicyManager@@@@PEAVCWSManGroupPolicyManager@@@@QEAAAEAV?$AutoRelease@VCWSManGroupPolicyManager@@@@PEAVCWSManGroupPolicyManager@@@Z
       1198  4AD 0005C9A0 ??4?$AutoCleanup@V?$AutoRelease@VCWSManResource@@@@PEAVCWSManResource@@@@QEAAAEAV?$AutoRelease@VCWSManResource@@@@PEAVCWSManResource@@@Z
       1199  4AE 0005C9A0 ??4?$AutoCleanup@V?$AutoRelease@VCWinRSPluginConfigCache@@@@PEAVCWinRSPluginConfigCache@@@@QEAAAEAV?$AutoRelease@VCWinRSPluginConfigCache@@@@PEAVCWinRSPluginConfigCache@@@Z
       1200  4AF 0005C940 ??4?$AutoCleanup@V?$AutoRelease@VCWinRSPluginConfigSettings@@@@PEAVCWinRSPluginConfigSettings@@@@QEAAAEAV?$AutoRelease@VCWinRSPluginConfigSettings@@@@PEAVCWinRSPluginConfigSettings@@@Z
       1201  4B0 00077D50 ??4?$AutoCleanup@V?$AutoRelease@VEnumSinkEx@@@@PEAVEnumSinkEx@@@@QEAAAEAV?$AutoRelease@VEnumSinkEx@@@@PEAVEnumSinkEx@@@Z
       1202  4B1 00077D50 ??4?$AutoCleanup@V?$AutoRelease@VGeneralSinkEx@@@@PEAVGeneralSinkEx@@@@QEAAAEAV?$AutoRelease@VGeneralSinkEx@@@@PEAVGeneralSinkEx@@@Z
       1203  4B2 0005C9A0 ??4?$AutoCleanup@V?$AutoRelease@VIRequestContext@@@@PEAVIRequestContext@@@@QEAAAEAV?$AutoRelease@VIRequestContext@@@@PEAVIRequestContext@@@Z
       1204  4B3 00062EE0 ??4?$AutoCleanup@V?$AutoRelease@VISubscription@@@@PEAVISubscription@@@@QEAAAEAV?$AutoRelease@VISubscription@@@@PEAVISubscription@@@Z
       1205  4B4 0005C9A0 ??4?$AutoCleanup@V?$AutoRelease@VInboundRequestDetails@@@@PEAVInboundRequestDetails@@@@QEAAAEAV?$AutoRelease@VInboundRequestDetails@@@@PEAVInboundRequestDetails@@@Z
       1206  4B5 000EBAD0 ??4?$AutoCleanup@V?$AutoRelease@VUserRecord@@@@PEAVUserRecord@@@@QEAAAEAV?$AutoRelease@VUserRecord@@@@PEAVUserRecord@@@Z
       1207  4B6 0005C9A0 ??4?$AutoCleanup@V?$AutoRelease@VWSManHttpListener@@@@PEAVWSManHttpListener@@@@QEAAAEAV?$AutoRelease@VWSManHttpListener@@@@PEAVWSManHttpListener@@@Z
       1208  4B7 000D7840 ??4?$AutoCleanup@V?$AutoReleaseEx@VShell@Client@WSMan@@@@PEAVShell@Client@WSMan@@@@QEAAAEAV?$AutoReleaseEx@VShell@Client@WSMan@@@@PEAVShell@Client@WSMan@@@Z
       1209  4B8 0005CA00 ??4?$AutoCleanup@VAutoBstr@@PEAG@@QEAAAEAVAutoBstr@@PEAG@Z
       1210  4B9 0005CA00 ??4?$AutoCleanup@VAutoBstrNoAlloc@@PEAG@@QEAAAEAVAutoBstrNoAlloc@@PEAG@Z
       1211  4BA 0005CA30 ??4?$AutoCleanup@VAutoCertContext@@PEBU_CERT_CONTEXT@@@@QEAAAEAVAutoCertContext@@PEBU_CERT_CONTEXT@@@Z
       1212  4BB 0005CA60 ??4?$AutoCleanup@VAutoChainContext@@PEBU_CERT_CHAIN_CONTEXT@@@@QEAAAEAVAutoChainContext@@PEBU_CERT_CHAIN_CONTEXT@@@Z
       1213  4BC 0005CA90 ??4?$AutoCleanup@VAutoCoTaskMemFree@@PEAX@@QEAAAEAVAutoCoTaskMemFree@@PEAX@Z
       1214  4BD 0005CAC0 ??4?$AutoCleanup@VAutoFwXmlCloseParser@@PEAX@@QEAAAEAVAutoFwXmlCloseParser@@PEAX@Z
       1215  4BE 0005CAF0 ??4?$AutoCleanup@VAutoHandle@@PEAX@@QEAAAEAVAutoHandle@@PEAX@Z
       1216  4BF 0005CB50 ??4?$AutoCleanup@VAutoImpersonateUser@@PEAX@@QEAAAEAVAutoImpersonateUser@@PEAX@Z
       1217  4C0 0005CB80 ??4?$AutoCleanup@VAutoLibrary@@PEAUHINSTANCE__@@@@QEAAAEAVAutoLibrary@@PEAUHINSTANCE__@@@Z
       1218  4C1 0005CBB0 ??4?$AutoCleanup@VAutoLocalFree@@PEAX@@QEAAAEAVAutoLocalFree@@PEAX@Z
       1219  4C2 0005CBE0 ??4?$AutoCleanup@VAutoMIClass@@PEAU_MI_Class@@@@QEAAAEAVAutoMIClass@@PEAU_MI_Class@@@Z
       1220  4C3 0005CC10 ??4?$AutoCleanup@VAutoMIInstance@@PEAU_MI_Instance@@@@QEAAAEAVAutoMIInstance@@PEAU_MI_Instance@@@Z
       1221  4C4 0005CC40 ??4?$AutoCleanup@VAutoObject@@PEAUWSMAN_OBJECT@@@@QEAAAEAVAutoObject@@PEAUWSMAN_OBJECT@@@Z
       1222  4C5 0005CC70 ??4?$AutoCleanup@VAutoRegKey@@PEAUHKEY__@@@@QEAAAEAVAutoRegKey@@PEAUHKEY__@@@Z
       1223  4C6 0005CBB0 ??4?$AutoCleanup@VAutoSecurityDescriptor@@PEAX@@QEAAAEAVAutoSecurityDescriptor@@PEAX@Z
       1224  4C7 0005CCA0 ??4?$AutoCleanup@VAutoWaitHandle@@PEAX@@QEAAAEAVAutoWaitHandle@@PEAX@Z
       1225  4C8 0005C910 ??4?$AutoDelete@D@@QEAAAEAV0@PEAD@Z
       1226  4C9 0005C910 ??4?$AutoDelete@G@@QEAAAEAV0@PEAG@Z
       1227  4CA 0011E8F0 ??4?$AutoDelete@V?$SafeMap_Iterator@VStringKeyCI@@K@@@@QEAAAEAV0@PEAV?$SafeMap_Iterator@VStringKeyCI@@K@@@Z
       1228  4CB 000B73C0 ??4?$AutoDelete@V?$SafeMap_Iterator@W4WSManSessionOption@@PEAVOptionValue@SessionOptions@Client@WSMan@@@@@@QEAAAEAV0@PEAV?$SafeMap_Iterator@W4WSManSessionOption@@PEAVOptionValue@SessionOptions@Client@WSMan@@@@@Z
       1229  4CC 0005C800 ??4?$AutoDelete@V?$SafeSet@PEAVCCertMapping@@@@@@QEAAAEAV0@PEAV?$SafeSet@PEAVCCertMapping@@@@@Z
       1230  4CD 0017C3B0 ??4?$AutoDelete@V?$SafeSet@PEAVCShellUriSettings@@@@@@QEAAAEAV0@PEAV?$SafeSet@PEAVCShellUriSettings@@@@@Z
       1231  4CE 0011E8F0 ??4?$AutoDelete@V?$SafeSet_Iterator@PEAVCListenerOperation@@@@@@QEAAAEAV0@PEAV?$SafeSet_Iterator@PEAVCListenerOperation@@@@@Z
       1232  4CF 0005C840 ??4?$AutoDelete@V?$set@PEAVCListenerSettings@@VCListenerSettingsLessFunctor@CServiceConfigSettings@@V?$transport_allocator@PEAVCListenerSettings@@@@@std@@@@QEAAAEAV0@PEAV?$set@PEAVCListenerSettings@@VCListenerSettingsLessFunctor@CServiceConfigSettings@@V?$transport_allocator@PEAVCListenerSettings@@@@@std@@@Z
       1233  4D0 0005C840 ??4?$AutoDelete@V?$set@Usockaddr_storage@@VSockAddrLessFunctor@CListenerSettings@@V?$transport_allocator@Usockaddr_storage@@@@@std@@@@QEAAAEAV0@PEAV?$set@Usockaddr_storage@@VSockAddrLessFunctor@CListenerSettings@@V?$transport_allocator@Usockaddr_storage@@@@@std@@@Z
       1234  4D1 000B8530 ??4?$AutoDelete@V?$vector@PEAVHandleImpl@Client@WSMan@@V?$transport_allocator@PEAVHandleImpl@Client@WSMan@@@@@std@@@@QEAAAEAV0@PEAV?$vector@PEAVHandleImpl@Client@WSMan@@V?$transport_allocator@PEAVHandleImpl@Client@WSMan@@@@@std@@@Z
       1235  4D2 00174BE0 ??4?$AutoDelete@V?$vector@PEAVIServiceConfigObserver@@V?$transport_allocator@PEAVIServiceConfigObserver@@@@@std@@@@QEAAAEAV0@PEAV?$vector@PEAVIServiceConfigObserver@@V?$transport_allocator@PEAVIServiceConfigObserver@@@@@std@@@Z
       1236  4D3 00114340 ??4?$AutoDelete@VBlockedRecord@@@@QEAAAEAV0@PEAVBlockedRecord@@@Z
       1237  4D4 00175EE0 ??4?$AutoDelete@VCConfigChangeSource@@@@QEAAAEAV0@PEAVCConfigChangeSource@@@Z
       1238  4D5 0005C8C0 ??4?$AutoDelete@VCObserverConfigChangeErrors@@@@QEAAAEAV0@PEAVCObserverConfigChangeErrors@@@Z
       1239  4D6 00061230 ??4?$AutoDelete@VCServiceWatcher@CServiceConfigCache@@@@QEAAAEAV0@PEAVCServiceWatcher@CServiceConfigCache@@@Z
       1240  4D7 00061290 ??4?$AutoDelete@VCWSManResource@@@@QEAAAEAV0@PEAVCWSManResource@@@Z
       1241  4D8 000DE830 ??4?$AutoDelete@VCertHash@@@@QEAAAEAV0@PEAVCertHash@@@Z
       1242  4D9 0017DE80 ??4?$AutoDelete@VConfigUpdate@@@@QEAAAEAV0@PEAVConfigUpdate@@@Z
       1243  4DA 00077CA0 ??4?$AutoDelete@VEnumSinkEx@@@@QEAAAEAV0@PEAVEnumSinkEx@@@Z
       1244  4DB 00182E00 ??4?$AutoDelete@VGPApiManager@@@@QEAAAEAV0@PEAVGPApiManager@@@Z
       1245  4DC 00077CA0 ??4?$AutoDelete@VGeneralSinkEx@@@@QEAAAEAV0@PEAVGeneralSinkEx@@@Z
       1246  4DD 0005C8C0 ??4?$AutoDelete@VIChannelObserverFactory@@@@QEAAAEAV0@PEAVIChannelObserverFactory@@@Z
       1247  4DE 0005C8C0 ??4?$AutoDelete@VIQueryDASHSMASHInterface@@@@QEAAAEAV0@PEAVIQueryDASHSMASHInterface@@@Z
       1248  4DF 0005C910 ??4?$AutoDelete@VISpecification@@@@QEAAAEAV0@PEAVISpecification@@@Z
       1249  4E0 001414A0 ??4?$AutoDelete@VPacketCreator@@@@QEAAAEAV0@PEAVPacketCreator@@@Z
       1250  4E1 000AB620 ??4?$AutoDelete@VPacketParser@@@@QEAAAEAV0@PEAVPacketParser@@@Z
       1251  4E2 00184790 ??4?$AutoDelete@VRunAsConfiguration@@@@QEAAAEAV0@PEAVRunAsConfiguration@@@Z
       1252  4E3 00035940 ??4?$AutoDelete@VSafeBufferWrite@@@@QEAAAEAV0@PEAVSafeBufferWrite@@@Z
       1253  4E4 000A0E20 ??4?$AutoDelete@VSecurityEntry@Catalog@@@@QEAAAEAV0@PEAVSecurityEntry@Catalog@@@Z
       1254  4E5 00061290 ??4?$AutoDelete@VServiceSoapProcessor@@@@QEAAAEAV0@PEAVServiceSoapProcessor@@@Z
       1255  4E6 00062E40 ??4?$AutoDelete@VSubscriptionEnumerator@@@@QEAAAEAV0@PEAVSubscriptionEnumerator@@@Z
       1256  4E7 00077CF0 ??4?$AutoDelete@VTSTRBUFFER@@@@QEAAAEAV0@PEAVTSTRBUFFER@@@Z
       1257  4E8 0006FDD0 ??4?$AutoDelete@VUniqueStringOverflow@@@@QEAAAEAV0@PEAVUniqueStringOverflow@@@Z
       1258  4E9 0005C8C0 ??4?$AutoDelete@VWSMANCONFIGTABLE_IDENTITY@@@@QEAAAEAV0@PEAVWSMANCONFIGTABLE_IDENTITY@@@Z
       1259  4EA 0005C8C0 ??4?$AutoDelete@VWmiEnumContext@@@@QEAAAEAV0@PEAVWmiEnumContext@@@Z
       1260  4EB 00062E80 ??4?$AutoDelete@VXmlReader@@@@QEAAAEAV0@PEAVXmlReader@@@Z
       1261  4EC 0005C910 ??4?$AutoDeleteVector@$$CBG@@QEAAAEAV0@PEBG@Z
       1262  4ED 0005C910 ??4?$AutoDeleteVector@D@@QEAAAEAV0@PEAD@Z
       1263  4EE 0005C910 ??4?$AutoDeleteVector@E@@QEAAAEAV0@PEAE@Z
       1264  4EF 0005C910 ??4?$AutoDeleteVector@G@@QEAAAEAV0@PEAG@Z
       1265  4F0 0005C910 ??4?$AutoDeleteVector@PEAG@@QEAAAEAV0@PEAPEAG@Z
       1266  4F1 0005C910 ??4?$AutoDeleteVector@PEBG@@QEAAAEAV0@PEAPEBG@Z
       1267  4F2 0005C910 ??4?$AutoDeleteVector@U_CONFIG_UPDATE@@@@QEAAAEAV0@PEAU_CONFIG_UPDATE@@@Z
       1268  4F3 0005C910 ??4?$AutoDeleteVector@U_WINRS_CREATE_SHELL_ENVIRONMENT_VARIABLE@@@@QEAAAEAV0@PEAU_WINRS_CREATE_SHELL_ENVIRONMENT_VARIABLE@@@Z
       1269  4F4 0005C910 ??4?$AutoDeleteVector@U_WINRS_RUN_COMMAND_ARG@@@@QEAAAEAV0@PEAU_WINRS_RUN_COMMAND_ARG@@@Z
       1270  4F5 0005C910 ??4?$AutoDeleteVector@U_WSMAN_OPTION@@@@QEAAAEAV0@PEAU_WSMAN_OPTION@@@Z
       1271  4F6 0005C910 ??4?$AutoDeleteVector@X@@QEAAAEAV0@PEAX@Z
       1272  4F7 000783F0 ??4?$AutoFree@E@@QEAAAEAV0@PEAE@Z
       1273  4F8 000944D0 ??4?$AutoLocklessItemRecycle@VPacket@@@@QEAAAEAV0@PEAVPacket@@@Z
       1274  4F9 00077D50 ??4?$AutoRelease@UIClientSecurity@@@@QEAAAEAV0@PEAUIClientSecurity@@@Z
       1275  4FA 00077D50 ??4?$AutoRelease@UIEnumWbemClassObject@@@@QEAAAEAV0@PEAUIEnumWbemClassObject@@@Z
       1276  4FB 00077D50 ??4?$AutoRelease@UIErrorInfo@@@@QEAAAEAV0@PEAUIErrorInfo@@@Z
       1277  4FC 00077D50 ??4?$AutoRelease@UIUnknown@@@@QEAAAEAV0@PEAUIUnknown@@@Z
       1278  4FD 00077D50 ??4?$AutoRelease@UIWbemClassObject@@@@QEAAAEAV0@PEAUIWbemClassObject@@@Z
       1279  4FE 00077D50 ??4?$AutoRelease@UIWbemContext@@@@QEAAAEAV0@PEAUIWbemContext@@@Z
       1280  4FF 00077D50 ??4?$AutoRelease@UIWbemLocator@@@@QEAAAEAV0@PEAUIWbemLocator@@@Z
       1281  500 00077D50 ??4?$AutoRelease@UIWbemObjectTextSrc@@@@QEAAAEAV0@PEAUIWbemObjectTextSrc@@@Z
       1282  501 00077D50 ??4?$AutoRelease@UIWbemPath@@@@QEAAAEAV0@PEAUIWbemPath@@@Z
       1283  502 00077D50 ??4?$AutoRelease@UIWbemPathKeyList@@@@QEAAAEAV0@PEAUIWbemPathKeyList@@@Z
       1284  503 00077D50 ??4?$AutoRelease@UIWbemQualifierSet@@@@QEAAAEAV0@PEAUIWbemQualifierSet@@@Z
       1285  504 00077D50 ??4?$AutoRelease@UIWbemQuery@@@@QEAAAEAV0@PEAUIWbemQuery@@@Z
       1286  505 00077D50 ??4?$AutoRelease@UIWbemServices@@@@QEAAAEAV0@PEAUIWbemServices@@@Z
       1287  506 0005C9A0 ??4?$AutoRelease@VApplication@Client@WSMan@@@@QEAAAEAV0@PEAVApplication@Client@WSMan@@@Z
       1288  507 0005C9A0 ??4?$AutoRelease@VCBaseConfigCache@@@@QEAAAEAV0@PEAVCBaseConfigCache@@@Z
       1289  508 0005C940 ??4?$AutoRelease@VCClientConfigSettings@@@@QEAAAEAV0@PEAVCClientConfigSettings@@@Z
       1290  509 0005C940 ??4?$AutoRelease@VCCommonConfigSettings@@@@QEAAAEAV0@PEAVCCommonConfigSettings@@@Z
       1291  50A 0005C9A0 ??4?$AutoRelease@VCConfigCacheMap@CBaseConfigCache@@@@QEAAAEAV0@PEAVCConfigCacheMap@CBaseConfigCache@@@Z
       1292  50B 0005C9A0 ??4?$AutoRelease@VCConfigManager@@@@QEAAAEAV0@PEAVCConfigManager@@@Z
       1293  50C 0005C9A0 ??4?$AutoRelease@VCRemoteOperation@@@@QEAAAEAV0@PEAVCRemoteOperation@@@Z
       1294  50D 0005C9A0 ??4?$AutoRelease@VCRemoteSession@@@@QEAAAEAV0@PEAVCRemoteSession@@@Z
       1295  50E 0005C9A0 ??4?$AutoRelease@VCRequestContext@@@@QEAAAEAV0@PEAVCRequestContext@@@Z
       1296  50F 0005C940 ??4?$AutoRelease@VCServiceCommonConfigSettings@@@@QEAAAEAV0@PEAVCServiceCommonConfigSettings@@@Z
       1297  510 0005C9A0 ??4?$AutoRelease@VCServiceConfigCache@@@@QEAAAEAV0@PEAVCServiceConfigCache@@@Z
       1298  511 0005C940 ??4?$AutoRelease@VCServiceConfigSettings@@@@QEAAAEAV0@PEAVCServiceConfigSettings@@@Z
       1299  512 0005C9A0 ??4?$AutoRelease@VCWSManEPR@@@@QEAAAEAV0@PEAVCWSManEPR@@@Z
       1300  513 0005C9A0 ??4?$AutoRelease@VCWSManGroupPolicyManager@@@@QEAAAEAV0@PEAVCWSManGroupPolicyManager@@@Z
       1301  514 0005C9A0 ??4?$AutoRelease@VCWSManResource@@@@QEAAAEAV0@PEAVCWSManResource@@@Z
